BHF;EBHF;EVA;EPA;Vbd
Alsdorf-Annapark;8000502;8000502;0;AVV
Alsdorf-Busch;8000507;8000507;0;AVV
Alsdorf(Gem);8040071;0;0;
Alsdorf-Kellersberg;8000521;8000521;0;AVV
Alsdorf-Mariadorf;8000527;8000527;0;AVV
Alsdorf-Poststraße;8000510;0;0;AVV
Alsdorf Poststraße;8050510;8000510;0;
Alsdorf(Westerw);8007078;8007078;0;456
Alsenz;8000505;8000505;0;VRN
Alsfeld(Oberhess);8000350;8000350;0;RMV
Alsheim;8000506;8000506;0;VRN
Alsheim Rathaus;8070872;8070871;0;
Alsobelatelep;5585768;5500179;0;
Alsoboldva;5593768;5500180;0;
Alsogalla;5501123;5500181;0;
Alsogöd;5530568;5500182;0;
Alsogyenes;5538568;5500183;0;
Alsomentelek;5546568;5500184;0;
Alsonemesapati;5554568;5500185;0;
Alsonyek;5562568;5500186;5544370;
Alsooers;5504382;0;0;
Alsoörs;5592888;5500070;5504382;
Alsoroenoek;4302311;0;0;
Alsorönök;5570568;5500187;0;
Alsourret;5578568;5500188;0;
Altach;8102326;8100630;0;
Altajskaja;2074103;2000287;2044802;
Altamura;8311307;8302451;0;
Altare;8363801;8301077;0;
Altata;2082103;2000288;2020892;
Altavilla Irpina;8346878;8302452;0;
Altavilla Milicia;8344681;8301135;0;
Altavilla-Tavernelle;8399801;8301131;0;
Altavilla T.nelle;8302444;0;0;
Altbach;8000508;8000508;0;VVS
Alt-Buch, Berlin;732867;732867;0;
Alt-Buch/Wiltbergstr;732862;732862;0;
Altdöbern;8011016;8011016;0;VBB
Altdorf;8505113;0;0;
Altdorf(b Nürnberg);8000509;8000509;0;VGN
Altdorf(CH);8583905;8505113;8500075;
Altdorf West;8000504;8000504;0;VGN
Alte Bahnmeisterei,;721583;721583;0;
Altefähr;8011017;8011017;0;
Alte Feuerwache, Man;518331;518331;0;
Alte Försterei, Berl;733449;733449;0;
Alte Kirche, Reken;968975;902665;0;
Altena(Gem);8040340;0;0;
Altenahr;8000514;8000514;8053510;VRM
Altenau(Bay);8000515;8000515;0;
Altenau(Oberharz);8000516;0;0;VRB
Altena(Westf);8000513;8000513;8058109;VRL
Altenbach;8011018;8011018;0;MDV
Altenbamberg;8000517;8000517;0;RNN
Altenbamberg Nord;405676;405676;0;
Altenbeken;8000004;8000004;8033123;HST
Altenbeken(Gem);8040304;0;0;
Altenberge;8000518;8000518;0;VGM
Altenberge(Gem);8040207;0;0;
Altenbruch;8000519;0;0;
Altenbruch Alter Weg;613967;613967;0;
Altenbruch Kirche, C;598637;598637;0;
Altenburg;8010003;8010003;8006680;MDV
Altenburg, Gestratz;990427;990427;0;
Altendorf(b Nabburg);8000523;0;0;
Altendorf(CH);8528785;8503211;0;
Altenerding;8000524;8000524;0;MVV
Altenfeld(Rhön);8000525;8000525;0;RMV
Altenglan;8000491;8000491;0;
Altengörs;8007265;8000526;0;472
Altengronau;8000528;0;0;RMV
Altengronau, Sinntal;434070;466340;0;
Altenhasugen Friedho;710351;710351;0;
Altenhasungen;8000530;8000530;0;NVV
Altenhasungen Kirche;710877;710877;0;
Altenheim, Waldkirch;542660;542660;0;
Altenhof;8102524;0;0;
Altenhof am Kamp;8187830;8101863;0;
Altenhundem ZOB, Len;413353;413353;0;
Altenkirchen(Ww);8000351;8000351;0;VRM
Altenmarkt(Alz);8000533;8000533;0;
Altenmarkt im Pongau;8153662;8100139;8100632;
Altenmarkt im Pongau;8174503;8174503;0;
Altenmarkt/Pongau;8101478;0;0;
Altenrhein Schifflän;8544785;8506467;0;
Altenschwand;8000536;0;0;VLC
Altenseelbach;8000537;8000537;0;
Altenstadt;8101238;0;0;
Altenstadt Alte Schu;544811;544811;0;
Altenstadt (Feldkirc;8122062;8100635;0;
Altenstadt(Hess);8000538;8000538;0;RMV
Altenstadt-Höchst;8002886;8002886;0;RMV
Altenstadt(Iller);8000539;8000539;8089110;DIN
Altenstadt-Lindheim;8003698;8003698;0;RMV
Altenstadt(Waldnaab);8000540;8000540;0;
Altensteig;8000541;0;0;VGC
Altentreptow;8011025;8011025;0;
Altenwalde;8000542;0;0;
Altenwalde Abzw. Bah;619764;619764;0;
Altenwillershagen;8011027;8011027;0;
Alte Post, Büren;922107;922107;0;
alter Bahnhof, Bad L;350607;350607;0;
Alter Friedhof, Bruc;509365;509365;0;
Alter Kirchplatz, He;928975;903239;0;
Alter OEG-Bahnhof, W;508028;508028;0;
Alter OEG-Bahnhof, W;510424;510424;0;
Altersbach;8011028;8011028;0;
Alterschrofen Rohrac;965674;965674;0;
Alterschr. Wildpark,;965673;965673;0;
Altersheim, Neustadt;464383;464383;0;
Altersheim, Wallenfe;546273;546273;0;
Alterswil FR,Beniwil;8554947;8504945;0;
Alterswil FR, Galter;8554620;8504620;0;
Alterswil FR,Geriwil;8577843;8577840;0;
Alterswil FR,Hofmatt;8577844;8577841;0;
Alterswil FR, Post;8540135;8504850;0;
Alterswil FR, Wilers;8577845;8577842;0;
Alter Zoll(CH);8552785;8506389;0;
Alte Schmiede, Dahme;699552;699552;0;
Alte Schmiede, Kelle;699842;699842;0;
Altes Lager;8011968;8011968;0;VBB
Altes Messegelände,;957479;957479;0;
Altes Rathaus, Bad B;465270;465270;0;
Altes Rathaus, Dette;555862;555862;0;
Altes Rathaus, Gunde;444495;464549;0;
Altes Rathaus, Herbe;490480;490480;0;
Altes Rathaus, Schöp;984975;908906;0;
Alte Veste;8000511;8000511;0;VGN
Altglashütten-Falk.;8000544;8000544;8079127;RVF
Altglashütten Feldbe;503286;503286;0;
Altglashütten Sparka;503298;503298;0;
Alt Golm;8042502;8070013;0;
Althegnenberg;8000545;8000545;0;AVV
Altheim(Hess);8000546;8000546;0;RMV
Althengstett;8000548;0;0;VGC
Althof;8011031;8011031;0;VVW
Alt Hüttendorf;8011011;8011011;0;VBB
Altindala;2779336;2700618;0;
Altingen Bahnhof, Am;750026;750026;0;
Altingen(Württ);8000549;8070591;0;NAL
Altiniwka;2298103;2200223;2200286;
Altinkolat;2730536;2700602;0;
Altinkul;2985016;2900099;0;
Altinsarin;2750701;2700701;0;
Altkirch;8718223;8700282;8700966;
Altmannstein;8000552;0;0;
Altmarkt;8560785;8500081;0;
Altmatt;8568785;8503292;0;
Altmittweida;8011033;8011033;0;VMS
Altmittweida Neusorg;8070945;8070945;0;
Altmorschen;8000553;8000553;8001177;NVV
Altmuenster/Trau.;8101925;0;0;
Altmügeln;8017261;8070697;0;451
Altmünster am Trauns;8178462;8100152;8100705;
Altmünster/Traunsee;8177390;8177390;0;
Altnau;8576785;8506125;0;
Altomünster;8000556;8000556;0;MVV
Alton;7055440;7000121;0;
Altopascio;8354878;8300743;0;
Altoschatz-Rosenthal;8017262;8070689;0;451
Altoschatz Teich, Os;961412;961412;0;
Altötting;8000555;8000555;0;
Altranft;8011034;8011034;0;VBB
Altrincham;7050123;7000123;0;
Altringham;7028060;0;0;
Alt Rosenthal;8011014;8011014;0;VBB
Altruppin;8011035;0;0;VBB
Alt Schwerin;8017351;8011015;0;
Altshausen;8000559;8000559;8088559;BOD
Altstädten(Allgäu);8000561;8000561;8087111;
Altstadt, Wörth a. M;425683;425683;0;
Altstaetten SG;8506319;0;0;
Altstaetten Stadt;8506379;0;0;
Altstätten SG;8590001;8506319;8500438;
Altstätten SG, Allme;8596478;8595237;0;
Altstätten SG, Bahnh;8592785;8506450;0;
Altstätten SG, Elsen;8588217;8588217;0;
Altstätten SG, Klost;8578466;8578466;0;
Altstätten SG, Oberk;8594592;8594592;0;
Altstätten SG, Ratha;8521585;8574147;0;
Altstätten SG, Stadt;8529585;8578464;0;
Altstätten Stadt;8545585;8506379;0;
Alt St. Johann, Dorf;8530319;8506750;0;
Alt St. Johann, Horb;8598966;8574025;0;
Alttann;8000562;8000562;0;BOD
Alt-Tegel Bus (U), B;732344;732344;0;
Alt-Tempelhof (U), B;731873;731873;0;
Alunis Mures;5392412;5342412;0;
Alunis Salaj;5391482;5341482;0;
Alvaneu;8559195;8509194;0;
Älvängen station;7450901;7400901;7401564;
Alvaraes;9449947;9400122;0;
Alvdal;7600926;7600211;7600926;
Alvega-Ortig;9457947;9400123;0;
Alverca;9465947;9400124;0;
Alveslohe;8007132;8070185;0;404
Alvesta;7400144;0;0;
Alvesta station;7450005;7400005;7400004;
Alviano;8320681;8301132;0;
Alvitas;2465127;2400194;0;
Alvito;9473947;9400125;0;
Älvkarleby station;7450965;7400963;0;
Älvsbyn station;7469736;7400029;7400156;
Älvsjö station;7420027;7400455;0;
Alyabevo;2033240;2005057;0;
Alzenau Burg;8000535;8077275;0;VAB
Alzenau i. UFr. Nord;425457;425457;0;
Alzenau Nord;8000529;8077274;0;VAB
Alzenau(Unterfr);8000531;8007275;0;VAB
Alzey;8000007;8000007;0;VRN
Alzey Süd;8000558;8000558;0;VRN
Alzey West;8007474;8007474;0;848
Alzing;8775257;8700606;0;
Amagne-Lucquy;8727257;8700600;8700961;
Amaliai;2441927;2400202;0;
Amalienhütte;8000565;0;0;
Amandora;9489947;9400127;0;
Amangeldi;2735168;2700452;0;
Amankaragaj;2734903;2700025;2709942;
Am Annatal, Strausbe;738713;738713;0;
Amantea;8311744;8300347;8300793;
Amaradia;5374575;5324575;0;
Amasar;2042903;2000291;2050344;
Amay;8843331;8800467;0;
Ambarnij;2050903;2000292;2004707;
Ambazac;8731105;8702300;0;
Amberg;8000566;8000566;8092124;VGN
Amberieu;8774371;8700045;8700055;
Ambert;8773457;8702649;0;
Ambivere-Mapello;8368681;8301138;0;
Amboise;8757434;0;0;
Amboise(St-Pierre);8783257;8700607;8700637;
Ambri-Piotta;8555204;8505202;0;
Ambronay-Priay;8778322;8702388;0;
Ambrozfalva;5586568;5500189;0;
Am Denkmal, Sohren;459331;459331;0;
Amendola;8322487;8302798;0;
Amendolara-Oriolo;8361481;8301147;0;
Amersfoort;8400055;8400055;8400055;
Amersfoort Schothors;8450401;8400054;0;
Amersfoort Vath.;8400228;0;0;
Amersfoort Vathorst;8450036;8400031;0;
Amersfrt Schoth.;8400054;0;0;
Amfiklia;7323592;7300163;0;
Am Friedhof, Herzoge;677902;677902;0;
Amgan;2084264;2002804;0;
Am Gries, Steinwiese;540057;540057;0;
Amgun;2022664;2002826;0;
Amial;9426747;9400129;0;
Amiens;8731387;8700001;8700002;
Amifontaine(Laon);8799257;8700609;0;
Amilly-Ouerray;8728137;8700611;0;
Am Läger, Kehl;882273;882273;0;
Ammannstraße, Isny i;494193;494193;0;
Ammern;8011029;8011029;0;
Am Moos, Isny im All;494194;494194;0;
Am Moselbach, Waltro;657050;657050;0;
Amoncourt;8782066;8702652;0;
Amorbach;8000575;8000575;0;VAB
Amorosi-Melizzano;8309306;0;0;
Amorosi Melizzano;8370878;8300873;0;
Ampfing;8000576;8000576;0;
Amplepuis;8798066;8702654;8700438;
Ampsin;8843323;8800468;0;
Am Rathaus, Borken (;712886;712886;0;
Amriswil;8506109;8506109;8500451;
Amrum;8007761;0;0;999
Am Schanzl, Passau;245207;245207;0;
Amschor;2066903;2000293;2010065;
Amsdorf;8011038;8011038;0;
Am Seegraben, Berlin;730051;730051;0;
Amsja;2074903;2000294;2060539;
Amst. Blm. ArenA;8400074;0;0;
Am Steinberg, Mainbe;446895;467380;0;
Amsterdam;8006831;0;0;
Amsterdam Amstel;8400057;8400057;8400057;
Amsterdam Bijlmer Ar;8499201;8400074;8400074;
Amsterdam C.;8400058;0;0;
Amsterdam Centraal;8482401;8400058;8400058;
Amsterdam Holendrech;8450076;8400076;0;
Amsterdam Lelylaan;8436081;8400079;8400079;
Amsterdam Lelyln;8400079;0;0;
Amsterdam Mp;8400060;0;0;
Amsterdam Muiderpoor;8498401;8400060;8400060;
Amsterdam RAI;8400056;8400056;8400056;
Amsterdam Science Pa;8450083;8400083;0;
Amsterdam Slot.;8400059;0;0;
Amsterdam Sloterdijk;8489059;8489059;0;
Amsterdam Sloterdijk;8490401;8400059;8400059;
Amsterdam Zuid;8400061;8400061;8400061;
Amstetten;8101049;0;0;
Amstetten NÖ;8150012;8100012;8100130;
Amstetten NÖ Bahnhof;8175078;8175078;0;
Amstetten(W) Lokalba;8079075;8079075;0;
Amstetten(Württ);8000577;8000577;0;DIN
Amst. Holendr.;8400231;0;0;
Amst Sciencepark;8400235;0;0;
Am Teich, Heiligenha;699761;699761;0;
Amt, Gangelt;585585;585585;0;
Amtsgericht, Müllhei;503644;503644;0;
Amtsgericht, Nürting;558058;558058;0;
Amtshainersdorf;8011039;8011039;0;VVO
Amusco (APD.);7164106;7114102;0;
Am Weidendamm, Berli;732556;732556;0;
Anagni-Fiuggi;8308658;8301122;0;
Anansi;3389448;3300014;0;
Anapa;2090903;2000295;2064188;
Anar;2798903;2700026;2708903;
Ancenis;8748119;0;0;
Ancenis(Nantes);8784137;8700618;8700714;
Anchamps;8764857;8700575;0;
Anche-Voulon;8756857;8700574;0;
Ancizan;8726866;8702655;0;
Ancona;4000001;0;0;
Ancona;7302517;0;0;
Ancona;8307113;8300186;8300400;
Ancona Ferryport;8389848;8302605;0;
Ancona Torrette;8386329;8336329;0;
Anconetta;8302141;8302788;0;
Ancora-Praia;9450747;9400132;0;
Ancsiferovo-mologsko;2067552;2003991;0;
Ancy-sur-Moselle;8745737;8700633;0;
Andac;5674762;5600392;0;
Andeer, Tgavugl;8597599;8581095;0;
Andelat;8734866;8702656;0;
Andelfingen;8506047;8506047;0;
Andelot(Jura);8766433;8700155;8700322;
Andelot Jura;8771510;0;0;
Andenne;8863404;8800019;8800634;
An der Bieg, Herzoge;682035;682035;0;
Anderhalbs, Maierhöf;494221;494221;0;
An der Kiesgrube Bee;839420;839420;0;
Andermatt;8505165;8505165;8500020;
Andernach;8000331;8000331;8056112;VRM
Andernach KD;8007922;8075950;0;799
An der Schütt, Herzo;677903;677903;0;
Anderten, Hannover;635114;635114;0;
Anderwarfen, Werdum;607261;607261;0;
Andishan 1;2927703;2900010;2900680;
Andocs;5594568;5500190;0;
Andora;8304513;8300525;8300073;
Andorf;8101736;8100211;0;
Andornaktalya;5523368;5500191;0;
Andover;7055100;7000079;7000316;
Andrasesti;5371774;5371774;0;
Andrashida;5505108;5500192;0;
Andreapol;2035703;2000296;2004482;
Andrejaschewka;2251703;2200225;2204539;
Andreneasa;5390763;5340763;0;
Andresy;8750866;8702658;0;
Andrezieux;8758866;8702659;0;
Andrianovichi;2055070;2005070;0;
Andrijasevci;7889174;7800200;0;
Andrijevci;7872802;7800089;0;
Andrychow;5140970;5100340;5100846;
Andrychow Gornica;5188170;5100336;0;
Andrzejowka;5124970;5100338;0;
Andujar;7150403;7100402;7150403;
Aneby;7400151;0;0;
Aneby station;7462259;7400283;7400379;
Aneni;2373576;2300039;0;
Anenska Studanka;5482762;5400393;0;
Anevo;5250307;5200307;0;
Ang;7404823;0;0;
Angarich;2088904;2002664;0;
Angarsk;2059703;2000298;2054260;
Angati;2782368;2700448;0;
Ange;7404718;0;0;
Angelholm;7404828;0;0;
Ängelholm Station;7420936;7400013;7400064;
Ängelsberg station;7428027;7400456;0;
Anger/Enns Au;8175109;8175109;0;
Angererbach-Ahrn.;4102218;0;0;
Angererbach-Ahrn.;8102218;0;0;
Angererbach-Ahrnbach;8185785;8135785;0;
Angermund;8000579;8000579;0;VRR
Angermünde;8010004;8010004;8016544;VBB
Angern;8102819;0;0;
Angern/March;8152462;8100619;0;
Angern-Rogätz;8011042;8011042;0;MAR
Angersbach;8000580;8000580;0;RMV
Angersdorf;8011043;8011043;0;MDV
Angers-Maitre-Ecole;8720137;8700610;0;
Angers St Laud;8748400;8700022;8700026;
Angerville(Essonne);8792137;8700619;0;
Anghelesti;5360251;5310251;0;
Angleur;8842002;8800033;0;
Angoja;2075703;2000300;2054112;
Angouleme;8758300;8700063;8700076;
Angoulins sur Mer;8755803;8705751;0;
Angri;8309812;8301125;0;
Anguillara;8392681;8301141;0;
Angyalföld;5559448;5500346;0;
Anhovo;7964087;7900056;0;
Anieliny;5196170;5100337;0;
Anina;5317015;5317015;0;
Aninoasa;5363227;5313227;0;
Anisowka;2083703;2000301;2020872;
Anizy-Pinon;8782457;8700597;0;
Ankara;7502503;7500010;7502503;
Anklam;8011044;8011044;8017533;
Anleger, Neuharlinge;602041;602041;0;
Annaberg-Buchholz M;8011045;8011045;0;VMS
Annaberg-Buchholz S;8010005;8010005;0;VMS
Annaberg-Buchh u Bf;8011047;8011047;0;VMS
Annaberg unterer Bah;967005;967005;0;
Annaburg;8011048;8011048;0;
Anna Paulowna;8400065;8400065;0;
Annapes;8728685;0;0;
Annappes;8738041;8700508;0;
Anneberg (Kungsbacka;7426667;7400674;0;
Annecy;8774600;8700135;8700266;
Anne-Frank-Str., Bre;720353;720353;0;
Annemasse;8774549;8700131;8700252;
Annenheim;8103813;8100213;0;
Annonay;8776127;0;0;
Annonay Gare Routièr;8752663;8702663;0;
Annonay Zone Industr;8742030;8705245;0;
Annone Veneto;8302769;8300721;0;
Annweiler am Trifels;8000582;8000582;0;VRN
Annweiler-Sarnstall;8005257;8005257;0;VRN
Annweiler West;8000587;0;0;VRN
Ano Lehonia;7300371;0;0;
Ano Lekhonia;7350331;7300331;0;
Anor(Fourmies);8776137;8700617;0;
Anosowskaja;2020583;2000304;2048010;
Anrakhaj;2775256;2700567;0;
Anrath;8000584;8000584;0;VRR
Anröchte(Gem);8040373;0;0;
Ans;8841202;0;0;
Ans(B);8850013;8800013;8800412;
Ansbach;8000009;8000009;8091125;VGN
Ansebi;2028583;2000305;2054275;
Anse (Monument);8769701;8769701;0;
Anseremme;8863818;8800562;0;
Anse(St-Germ-a-Mont);8752137;8700614;0;
Ansfelden;8101603;8100626;0;
Ansherskaja;2091703;2000302;2028010;
Antagnes, Glutieres;8554687;8504687;0;
Antequera;7150358;7100358;7105019;
Antheor-Cap-Roux;8769737;8700636;0;
Antheor Cap Roux;8775756;0;0;
Anthering;8199262;8100214;0;
Antibes;8775767;8700146;8700289;
Antiesenhofen;8101915;8100215;0;
Antiesenhofen Bahnho;8172071;8172071;0;
Antignac;8743666;8702667;0;
Antignac Cantal;8751666;8702668;0;
Antignano;8376681;8301139;0;
Antist;8759666;8702669;0;
Antoing;8885522;8800580;0;
Anton;5250306;5200306;0;
Anton-Danner-Park, B;500353;500353;0;
Antonin;5156970;5100342;0;
Antoninov;5490762;5400394;0;
Antoniowka;5172170;5100334;0;
Antonovka(UA)2;2244583;2200227;2218120;
Antonsthal;8011049;8011049;0;VMS
Antony Ratp;8783666;8702672;0;
Antopol;2197896;2100199;0;
Antrodoco-Borgo Veli;8382201;8301109;0;
Antrodoco Centro;8335001;8301113;0;
Antropowo;2052583;2000306;2010264;
Antunovac;7871506;7871506;0;
Antwerpen-Berchem;8821121;8800008;8800211;
Antwerpen-Centraa;8821006;0;0;
Antwerpen Centraal;8851633;8800007;8800210;
Antwerpen Centraal (;8889007;8889007;0;
Antwerpen-Dam;8821030;0;0;
Antwerpen-Haven;8821048;0;0;
Antwerpen-Luchtba;8821063;0;0;
Antwerpen-Luchtbal;8850187;8800187;0;
Antwerpen-Noorder;8821089;0;0;
Antwerpen-Noorderdok;8850188;8800188;0;
Antwerpen-Oost;8821022;0;0;
Antwerpen Zone;8823093;0;0;
Antwerpen-Zuid;8821196;8800310;0;
Anversa-Villalago-Sc;8375438;8300359;0;
Anvin(St-Pol-s-Tern);8760137;8700615;0;
Anwanden;8000588;8000588;0;VGN
Anzano del Parco;8386878;8300666;0;
Anzefahr;8000589;8000589;0;RMV
Anzegem;8892734;8800374;0;
Anzeling;8779337;8700657;0;
Anzenkirchen;8000590;8000590;8084590;VRI
Anzere, Poste;8570797;0;0;
Anzere, poste;8570801;8570797;0;
Anzere, Pralan;8561672;8570796;0;
Anzere, village sud;8553744;8501965;0;
Anzio;8308709;8302453;8300529;
Anzio Colonia;8378411;8302454;0;
Anzola dell'Emilia;8353481;8301146;0;
Aosta;8300137;8300012;8300022;
Aosta Istituto;8378364;8378364;0;
Aosta Viale Europa;8390987;8340987;0;
Aouste-sur-sye;8770410;8702472;0;
Apa;5350420;5300420;0;
Apach Eglise;8756976;8706855;0;
Apach(fr);8000591;8000591;0;
Apach(fr);8719193;0;0;
Apach Moselle;8719164;0;0;
Apach(Moselle);8776913;8700187;8700479;
Apafa;5539368;5500193;0;
Apagy;5547368;5500194;0;
Apahida;5331944;5300451;5331944;
Apahida H.;5394018;5344018;0;
Apanowka;2779272;2700273;2709939;
Apata;5380938;5330938;0;
Apatfalva;5555368;5500195;0;
Apatiti 1;2060583;2000307;2004717;
Apc-Zagyvaszanto;5511767;5500197;0;
Apeld. De Maten;8400233;0;0;
Apeldoorn;8400066;8400066;8400066;
Apeldoorn De Maten;8450037;8400032;0;
Apeldoorn Osseveld;8450038;8400033;0;
Apeld. Osseveld;8400229;0;0;
Apen;8000593;0;0;
Apensen;8007831;8007831;0;585
Apolda;8011051;8011051;8099412;VMT
Apoldu De Jos;5370880;5320880;0;
Apoldu De Sus;5370866;5320866;0;
Apollonskaja;2068583;2000308;2064038;
Apostolovo;2246660;0;0;
Apostolowo;2276583;2200228;2210830;
Apotheke, Beilstein;550575;555372;0;
Apotheke, Hallenberg;416212;416212;0;
Apotheke, Wyhl am Ka;472710;499625;0;
Appelterre;8895745;8800380;0;
Appenweier;8000596;8000596;8077126;TGO
Appenzell;8506286;8506286;0;
Appiano Proba Petron;8384126;8303917;0;
Appilly(Tergnier);8744937;8700623;0;
Appingedam;8400067;8400067;0;
Aprilia;8308705;8302455;0;
Aquincum felsö;5587368;5500199;0;
Arabatuk;2071384;2002742;0;
Arad;5321834;5300002;5321834;
Aradu Nou;5350115;5300115;0;
Aradvanypuszta;5595368;5500200;0;
Aragona-Caldare;8312370;8300300;8300705;
Aral-Kum;2792583;2700027;2704895;
Aralskoe More;2721383;2700028;2704950;
Aramogojtuj;2082504;2002683;0;
Aranales de Muel (AP;7167007;7167007;0;
Aranecs;2062272;2004321;0;
Aranjuez;7160200;7100083;7160200;
Aranyosapati;5524168;5500201;0;
Aranyvölgy;5551701;5501701;0;
Arbanats;8791666;8702673;0;
Arbeitsamt, Zweibrüc;514583;514583;0;
Arbia;8393481;8301151;0;
Arbing;8102505;8100622;0;
Arbing Bundesstraße;8171058;8171058;0;
Arboga station;7450035;7400035;7400262;
Arbois (Jura);8782410;8702470;8700495;
Arbon;8506308;8506308;8500396;
Arbon(See);8570385;8506110;0;
Arbon Seemoosriet;8566270;8516270;0;
Arbraa station;7450979;7400234;0;
Arbroath;7050087;7000087;7000002;
Arbusowo;2029383;2000310;2000276;
Arcachon;8758266;8700197;8700588;
Arcades;8814472;8814472;0;
Arcalia;5390983;5340983;0;
Arce;8339678;8302457;0;
Arcene;8378025;8378025;0;
Arcesti;5372175;5322175;0;
Arc-et-Senans;8752010;8702456;0;
Arc Et Senans;8771884;0;0;
Archangelsk Gorod;2037383;2000311;2010400;
Archara;2045383;2000318;2034570;
Arche, Furtwangen im;500877;500877;0;
Archena-Fortuna;7161015;7100403;7161015;
Archennes;8811759;8800503;0;
Arches;8733657;8700581;0;
Archikoj;2044184;2002699;0;
Archita;5381126;5331126;0;
Archsum;8068523;8084099;0;
Arcisate;8359001;8301116;0;
Arc les Gray;8720546;8702675;0;
Arcola;8377481;8301149;0;
Arcore;8301510;8301152;0;
Arcos de Jalon;7170403;7100404;7170403;
Arcueil Cachan Ratp;8736546;8702677;0;
Arcus;5390165;5340165;0;
Arcy sur Cure;8744546;8702678;8700469;
Ardara;8385481;8301150;0;
Ardashi;2027856;2002386;0;
Arden;8600029;0;0;
Ardenno-Masino;8336681;8301134;0;
Arden st;8650083;8600083;8600029;
Ardey;8000597;8000597;8058729;VRL
Ardez;8594385;8509266;0;
Ardning;8101632;8100623;8100778;
Ardning Bahnhof (Vor;8177002;8177002;0;
Ardon;8542961;8501505;8500479;
Ardore;8311853;8301120;0;
Are;7404734;0;0;
Aregos;9482747;9400136;0;
Areia-Darque;9456395;9406395;0;
Arena Po;8377918;8300396;0;
Arenc Euroméditerran;8756944;8706823;0;
Arendal;7602146;7600075;7602146;
Arengosse;8760546;8702680;0;
Arensdorf(Köthen);8011053;8011053;0;
Arenshausen;8011054;8011054;0;
Arentim;9490747;9400137;0;
Arenzano;8304533;8300611;0;
Areosa;9498747;9400138;0;
Arevalo;7110409;7100371;7110409;
Arezzo;8306915;8300179;8300382;
Arfurt(Lahn);8000599;8000599;0;RMV
Arga;2050504;2002679;0;
Argajasch;2069383;2000314;2040476;
Arganati;2792152;2700284;2700767;
Argeles Gazost;8767174;8702681;0;
Argeles-sur-Mer;8769153;8700487;8700448;
Argeles Sur Mer;8778423;0;0;
Argenb. Eisenharz Is;493280;493280;0;
Argen, Isny im Allgä;494188;494188;0;
Argenta;8338281;8301154;0;
Argentan;8744453;8700215;8700751;
Argenteuil;8738184;8702682;0;
Argenthal;8007990;0;0;460
Argentiere;8733873;8700442;0;
Argentiere Haute;8774685;0;0;
Argentine;8786322;8702389;0;
Argenton Sur Creu;8759712;0;0;
Argenton-sur-Creuse;8723105;8702299;8700499;
Argestru;5354788;5354788;0;
Argun;2077383;2000315;2064120;
Arhangelsk-Gorod;2029050;0;0;
